,Speceis Name,optimal temperature,optimal pH,optimal salt concentration
551,Polaromonas hydrogenivorans,17.5,6.5,None
552,Polaromonas naphthalenivorans,20.0,7.2,None
553,Ottowia thiooxydans,26.0,7.3,None
554,Hydrogenophaga caeni,30.0,7.5,None
555,Giesbergeria voronezhensis,30.0,7.0,None
556,Giesbergeria kuznetsovii,28.0,7.0,None
557,Diaphorobacter oryzae,30.0,None,None
558,Delftia lacustris,25.0,6.5,0.1
559,Delftia tsuruhatensis,35.0,7.0,None
560,Comamonas zonglianii,31.0,7.5,0.5
561,Comamonas composti,30.0,7.0,0.5
562,Comamonas odontotermitis,31.5,7.0,0.5
563,Comamonas denitrificans,30.0,None,None
564,Comamonas kerstersii,37.5,None,None
565,Brachymonas chironomi,30.0,7.0,0.5
566,Acidovorax radicis,30.0,7.0,0.0
567,Acidovorax soli,30.0,7.0,None
568,Corynebacterium glutamicum,28.0,None,None
569,Corynebacterium flavescens,28.0,None,None
570,Corynebacterium cystitidis,37.0,None,None
571,Corynebacterium callunae,28.0,None,None
572,Corynebacterium bovis,37.0,None,None
573,Corynebacterium ammoniagenes,28.0,None,None
574,Corynebacterium stationis,28.0,None,None
575,Adlercreutzia caecimuris,37.0,7.2,1.0
576,Adlercreutzia mucosicola,35.0,7.5,None
577,Gordonibacter pamelaeae,37.0,None,None
578,Slackia piriformis,37.0,7.0,None
579,Slackia faecicanis,37.0,None,None
580,Collinsella tanakaei,37.0,7.0,None
581,Kinneretia asaccharophila,28.5,None,0.5
582,Pseudorhodoferax soli,30.0,None,None
583,Pseudorhodoferax caeni,30.0,None,None
584,Caenimonas koreensis,30.0,7.5,None
585,Tepidicella xavieri,45.0,8.8,1.0
586,Xenophilus aerolatus,27.5,7.0,0.5
587,Variovorax boronicumulans,30.0,7.0,None
588,Variovorax soli,30.0,7.0,None
589,Variovorax dokdonensis,30.0,7.5,0.5
590,Corynebacterium aurimucosum,37.0,None,None
591,Corynebacterium appendicis,37.0,None,None
592,Corynebacterium glaucum,28.0,None,None
593,Corynebacterium efficiens,37.0,None,None
594,Corynebacterium felinum,37.0,None,None
595,Corynebacterium freneyi,37.0,None,None
596,Corynebacterium simulans,37.0,None,None
597,Corynebacterium kroppenstedtii,37.0,None,None
598,Corynebacterium confusum,37.0,None,None
599,Corynebacterium singulare,37.0,None,None
600,Corynebacterium falsenii,37.0,None,None
601,Corynebacterium mastitidis,37.0,None,None
602,Corynebacterium riegelii,37.0,None,None
603,Corynebacterium lipophiloflavum,37.0,None,None
604,Corynebacterium propinquum,37.0,None,None
605,Corynebacterium macginleyi,37.0,None,None
606,Corynebacterium afermentans subsp. afermentans,28.0,None,None
607,Corynebacterium accolens,37.0,None,None
608,Corynebacterium thomssenii,37.0,None,None
609,Corynebacterium mucifaciens,37.0,None,None
610,Corynebacterium imitans,37.0,None,None
611,Corynebacterium argentoratense,28.0,None,None
612,Corynebacterium coyleae,37.0,None,None
613,Corynebacterium auris,37.0,None,None
614,Corynebacterium diphtheriae subsp. diphtheriae,37.0,None,None
615,Corynebacterium urealyticum,37.0,None,None
616,Corynebacterium ulcerans,37.0,None,None
617,Corynebacterium pseudodiphtheriticum,37.0,None,None
618,Corynebacterium amycolatum,28.0,None,None
619,Corynebacterium xerosis,37.0,None,None
620,Corynebacterium vitaeruminis,28.0,None,None
621,Corynebacterium variabile,28.0,None,None
622,Corynebacterium striatum,37.0,None,None
623,Corynebacterium renale,37.0,None,None
624,Corynebacterium pseudotuberculosis,37.0,None,None
625,Corynebacterium pilosum,37.0,None,None
626,Corynebacterium mycetoides,37.0,None,None
627,Corynebacterium minutissimum,37.0,None,None
628,Corynebacterium matruchotii,37.0,None,None
629,Corynebacterium kutscheri,28.0,None,None
630,Owenweeksia hongkongensis,29.0,7.0,4.25
631,Fluviicola taffensis,20.0,None,None
632,Corynebacterium otitidis,37.0,None,None
633,Corynebacterium humireducens,37.0,9.0,10.0
634,Corynebacterium canis,35.0,7.0,None
635,Corynebacterium pyruviciproducens,37.0,None,None
636,Corynebacterium maris,25.0,None,None
637,Corynebacterium lubricantis,28.0,7.2,None
638,Corynebacterium ulceribovis,28.0,None,None
639,Corynebacterium sputi,37.0,7.0,None
640,Corynebacterium hansenii,28.0,None,None
641,Corynebacterium ureicelerivorans,37.0,None,None
642,Corynebacterium marinum,31.0,None,1.0
643,Corynebacterium caspium,37.0,None,None
644,Corynebacterium halotolerans,37.0,7.2,10.0
645,Emticicia oligotrophica,37.0,9.5,None
646,Dyadobacter psychrophilus,12.5,7.0,0.5
647,Dyadobacter alkalitolerans,21.5,7.0,None
648,Dyadobacter koreensis,25.0,7.0,None
649,Dyadobacter ginsengisoli,30.0,7.0,None
650,Dyadobacter crusticola,25.0,7.0,0.05
651,Arcicella aurantiaca,25.0,7.0,None
652,Arcicella aquatica,29.0,7.0,3.025
653,Adhaeribacter aquaticus,30.0,None,2.0
654,Deinococcus reticulitermitis,30.0,6.5,0.2
655,Deinococcus aerophilus,30.0,7.0,None
656,Deinococcus aerolatus,30.0,7.0,None
657,Deinococcus aetherius,27.5,7.0,None
658,Deinococcus piscis,35.0,7.0,None
659,Deinococcus aerius,27.5,None,None
660,Deinococcus gobiensis,30.0,7.5,None
661,Deinococcus xinjiangensis,30.0,7.0,0.5
662,Deinococcus aquatilis,30.0,8.5,None
663,Deinococcus roseus,37.0,7.0,0.25
664,Deinococcus cellulosilyticus,30.0,7.0,1.0
665,Deinococcus peraridilitoris,30.0,7.2,None
666,Deinococcus yunweiensis,30.0,7.25,0.5
667,Deinococcus ficus,37.0,7.0,None
668,Deinococcus aquaticus,30.0,7.0,1.5
669,Deinococcus caeni,30.0,7.0,1.5
670,Deinococcus marmoris,12.5,None,1.0
671,Deinococcus deserti,30.0,7.5,0.25
672,Deinococcus indicus,30.0,None,1.0
673,Deinococcus murrayi,47.0,None,None
674,Deinococcus geothermalis,47.0,8.0,None
675,Calditerrivibrio nitroreducens,55.0,7.2,0.25
676,Deferribacter autotrophicus,60.0,6.5,2.5
677,Deferribacter desulfuricans,62.5,6.5,None
678,Pseudarcicella hirudinis,26.5,None,None
679,Fibrella aestuarina,27.5,7.0,None
680,Rudanella lutea,30.0,7.0,None
681,Ekhidna lutea,30.0,8.0,None
682,Pontibacter roseus,33.5,9.0,4.0
683,Spirosoma panaciterrae,30.0,6.75,None
684,Runella defluvii,32.5,7.75,None
685,Leadbetterella byssophila,30.0,7.0,0.5
686,Hymenobacter daecheongensis,17.0,7.5,None
687,Hymenobacter psychrotolerans,18.0,7.0,None
688,Desulfoluna butyratoxydans,30.0,6.3,2.0
689,Desulfoluna spongiiphila,28.0,7.5,2.5
690,Desulfatirhabdium butyrativorans,29.0,7.0,None
691,Desulfofrigus oceanense,10.0,7.2,2.0
692,Desulfofrigus fragile,18.0,7.2,1.75
693,Desulfofaba fastidiosa,28.0,6.9,1.3
694,Desulfofaba gelida,7.0,7.3,1.95
695,Desulfobacter vibrioformis,33.0,6.9,None
696,Desulfotignum toluenicum,34.0,7.2,1.5
697,Desulfatiferula olefinivorans,33.0,7.5,None
698,Desulfatibacillum alkenivorans,29.0,6.8,None
699,Desulfatibacillum aliphaticivorans,31.5,7.5,2.4
700,Kineosphaera limosa,28.0,None,None
701,Dermatophilus congolensis,37.0,None,None
702,Barrientosiimonas humi,32.0,8.0,2.0
703,Yimella lutea,28.0,6.5,0.5
704,Kytococcus sedentarius,28.0,None,None
705,Dermacoccus profundi,28.0,None,None
706,Dermacoccus barathri,28.0,None,None
707,Dermacoccus abyssi,28.0,7.0,7.5
708,Dermacoccus nishinomiyaensis,28.0,None,None
709,Helcobacillus massiliensis,28.0,None,None
710,Devriesea agamarum,27.5,7.0,None
711,Dermabacter hominis,28.0,None,None
712,Brachybacterium saurashtrense,30.0,8.0,8.0
713,Brachybacterium zhongshanense,32.5,7.0,5.0
714,Brachybacterium phenoliresistens,32.5,7.0,2.5
715,Brachybacterium sacelli,28.0,None,None
716,Brachybacterium tyrofermentans,28.0,None,None
717,Brachybacterium alimentarium,28.0,None,None
718,Brachybacterium rhamnosum,28.0,None,None
719,Brachybacterium conglomeratum,28.0,None,None
720,Brachybacterium paraconglomeratum,28.0,None,None
721,Brachybacterium nesterenkovii,28.0,None,None
722,Brachybacterium faecium,28.0,None,None
723,Deinobacterium chartae,41.0,None,None
724,Deinococcus daejeonensis,30.0,7.25,None
725,Desulfocurvus vexinensis,37.0,6.9,None
726,Desulfonatronum cooperativum,36.5,8.5,1.0
727,Desulfonatronum thiodismutans,37.0,9.5,3.0
728,Desulfohalobium retbaense,38.5,6.8,10.0
729,Desulfothermus okinawensis,50.0,6.15,2.5
730,Desulfonatronovibrio hydrogenovorans,37.0,9.6,None
731,Desulfopila inferna,28.0,None,2.5
732,Desulfopila aestuarii,35.0,7.5,1.0
733,Desulfotalea psychrophila,10.0,7.4,1.0
734,Desulfotalea arctica,18.0,7.6,2.2
735,Desulfogranum japonicum,35.0,6.7,3.0
736,Desulfosalsimonas propionicica,40.0,7.0,6.0
737,Desulfurococcus mucosus,85.0,5.8,None
738,Aeropyrum camini,85.0,8.0,None
739,Aeropyrum pernix,92.5,7.0,None
740,Ignisphaera aggregans,93.5,6.4,0.0
741,Ignicoccus hospitalis,90.0,5.5,1.4
742,Ignicoccus pacificus,90.0,6.0,2.0
743,Ignicoccus islandicus,90.0,5.8,2.0
744,Hippea alviniae,60.0,4.75,None
745,Hippea jasoniae,62.5,4.75,None
746,Desulfobaculum xiamenense,37.5,7.0,0.5
747,Halodesulfovibrio oceani subsp. oceani,20.0,7.5,3.0
748,Halodesulfovibrio oceani subsp. galateae,20.0,7.5,3.0
749,Desulfocurvibacter africanus subsp. uniflagellum,37.0,7.0,None
750,Fundidesulfovibrio butyratiphilus,35.0,7.1,0.5
751,Humidesulfovibrio idahonensis,28.0,6.5,None
752,Solidesulfovibrio marrakechensis,37.0,7.0,0.0
753,Pseudodesulfovibrio tunisiensis,37.0,7.0,4.0
754,Halodesulfovibrio aestuarii,33.0,7.5,2.0
755,Oceanidesulfovibrio marinus,37.0,7.0,5.0
756,Desulfohalovibrio alkalitolerans,43.0,9.2,3.5
757,Maridesulfovibrio ferrireducens,23.0,7.3,1.75
758,Maridesulfovibrio frigidus,21.5,7.2,2.5
759,Humidesulfovibrio arcticus,24.0,6.8,0.2
760,Halodesulfovibrio marinisediminis,37.0,7.5,2.25
761,Megalodesulfovibrio paquesii,25.0,5.5,3.0
762,Oleidesulfovibrio alaskensis,37.0,7.0,2.5
763,Paucidesulfovibrio gracilis,38.5,7.0,5.5
764,Fundidesulfovibrio putealis,30.0,7.0,0.1
765,Maridesulfovibrio bastinii,37.5,6.0,4.0
766,Thiohalospira alkaliphila,35.0,8.5,11.6
767,Ectothiorhodospira variabilis,32.5,9.25,6.5
768,Alkalilimnicola ehrlichii,30.0,9.3,None
769,Dietzia kunjamensis subsp. schimae,28.0,7.0,7.5
770,Dietzia cercidiphylli,28.0,7.0,5.0
771,Dietzia papillomatosis,28.0,None,None
772,Dietzia kunjamensis subsp. kunjamensis,30.0,7.5,2.5
773,Dietzia maris,28.0,7.0,None
774,Dictyoglomus turgidum,72.0,None,None
775,Dictyoglomus thermophilum,75.5,7.0,None
776,Desulfuromonas svalbardensis,14.0,7.3,None
777,Desulfuromusa ferrireducens,15.5,7.2,None
778,Thermosphaera aggregans,85.0,6.5,None
779,Staphylothermus hellenicus,85.0,6.0,4.0
780,Erwinia papayae,28.0,None,None
781,Enterobacter mori,65.0,7.5,None
782,Kosakonia arachidis,28.0,7.0,2.5
783,Siccibacter turicensis,27.0,None,None
784,Franconibacter helveticus,27.0,None,None
785,Dickeya zeae,37.5,None,None
786,Dickeya dianthicola,36.0,None,None
787,Dickeya dadantii,37.5,None,None
788,Dickeya dadantii subsp. dieffenbachiae,37.5,None,None
789,Aquisalimonas asiatica,37.0,8.0,8.5
790,Thiohalospira halophila,33.5,7.5,20.3
791,Erwinia typographi,29.0,None,None
792,Erwinia piriflorinigrans,25.0,None,None
793,Erwinia toletana,28.0,None,None
794,Providencia vermicola,39.0,None,None
795,Photorhabdus cinerea,28.0,7.0,None
796,Mixta gaviniae,37.0,None,None
797,Mixta calida,40.5,None,None
798,Serratia fonticola,30.0,7.55,None
799,Serratia nematodiphila,33.5,8.0,4.5
800,Serratia ureilytica,25.5,8.0,0.7
801,Vagococcus elongatus,37.0,None,None
802,Tetragenococcus osmophilus,30.0,8.0,5.0
803,Tetragenococcus koreensis,30.0,9.0,3.5
804,Catellicoccus marimammalium,37.0,None,None
805,Shimwellia pseudoproteus,30.0,6.25,None
806,Mangrovibacter plantisponsor,29.0,None,None
807,Thorsellia anophelis,30.0,7.0,None
808,Yersinia entomophaga,33.5,None,None
809,Altererythrobacter marensis,30.0,7.1,2.0
810,Altererythrobacter indicus,27.5,7.0,None
811,Porphyrobacter dokdonensis,36.0,7.5,2.0
812,Porphyrobacter donghaensis,33.5,7.5,2.0
813,Erythromicrobium ramosum,27.5,7.8,None
814,Erythrobacter litoralis,27.5,None,None
815,Sharpea azabuensis,37.0,7.0,3.0
816,Erysipelothrix inopinata,27.5,8.0,None
817,Enterococcus caccae,45.0,None,None
818,Enterococcus termitis,37.5,7.0,6.5
819,Enterococcus silesiacus,23.5,7.0,6.5
820,Enterococcus devriesei,24.0,None,5.0
821,Enterococcus canintestini,37.0,None,6.5
822,Enterococcus aquimarinus,33.5,None,6.5
823,Enterococcus hermanniensis,13.5,None,4.25
824,Enterococcus italicus,37.0,9.6,5.0
825,Cellulophaga lytica,26.0,7.2,None
826,Arenibacter echinorum,25.0,None,1.0
827,Arenibacter certesii,16.0,None,5.5
828,Arenibacter palladensis,24.0,7.0,5.0
829,Algibacter lectus,22.0,7.9,3.5
830,Aequorivita capsosiphonis,25.0,7.0,None
831,Ferrimonas senticii,28.5,None,2.0
832,Ferrimonas marina,27.0,7.5,3.0
833,Alkalibaculum bacchi,37.0,8.2,None
834,Anaerobutyricum soehngenii,37.0,6.5,None
835,Faecalicatena fissicatena,37.0,7.0,None
836,Faecalicatena contorta,37.0,7.0,None
837,Andreesenia angusta,33.5,8.0,None
838,Aquimarina agarilytica,24.0,7.5,2.5
839,Aquimarina spongiae,32.5,7.5,3.0
840,Aquimarina brevivitae,37.0,7.5,2.5
841,Gaetbulibacter saemankumensis,27.0,7.5,3.5
842,Xanthomarina spongicola,30.0,7.25,3.0
843,Formosa agariphila,22.0,7.0,4.5
844,Flavobacterium dankookense,25.0,7.75,None
845,Flavobacterium chilense,26.5,7.5,None
846,Flavobacterium araucananum,27.5,7.5,None
847,Flavobacterium haoranii,30.0,7.0,1.0
848,Flavobacterium fluvii,27.5,7.0,None
849,Flavobacterium swingsii,25.0,None,None
850,Flavobacterium reichenbachii,23.0,6.2,None
851,Flavobacterium subsaxonicum,26.0,7.2,None
852,Flavobacterium rivuli,20.0,7.0,1.0
853,Flavobacterium sasangense,30.0,7.75,None
854,Flavobacterium resistens,25.0,7.5,0.25
855,Flavobacterium cheniae,28.0,7.5,None
856,Flavobacterium lindanitolerans,37.0,7.5,1.0
857,Flavobacterium anhuiense,27.5,7.0,0.5
858,Flavobacterium filum,30.0,7.75,None
859,Flavobacterium hercynium,23.5,7.1,0.5
860,Flavobacterium defluvii,27.5,7.5,0.5
861,Flavobacterium cucumis,30.0,7.0,1.0
862,Flavobacterium terrae,30.0,7.0,1.0
863,Flavobacterium segetis,16.6,7.0,None
864,Flavobacterium weaverense,17.0,6.5,1.0
865,Flavobacterium soli,25.0,7.0,0.25
866,Flavobacterium saliperosum,28.0,7.5,0.5
867,Flavobacterium antarcticum,21.2,7.0,None
868,Flavobacterium columnare,27.5,None,0.0
869,Flavobacterium aquidurense,23.5,6.4,0.5
870,Flavobacterium terrigena,25.0,6.75,None
871,Flavobacterium granuli,27.5,None,1.0
872,Flavobacterium daejeonense,32.5,7.0,1.5
873,Flavobacterium suncheonense,33.5,7.0,0.5
874,Flavobacterium micromati,15.0,None,2.5
875,Flavobacterium fryxellicola,20.0,None,1.0
876,Flavobacterium psychrolimnae,20.0,None,1.0
877,Flavobacterium denitrificans,25.0,7.0,None
878,Flavobacterium frigoris,15.0,None,1.0
879,Flavobacterium degerlachei,20.0,None,2.5
880,Flavobacterium psychrophilum,17.5,None,0.0
881,Flavobacterium saccharophilum,25.0,None,None
882,Flavobacterium johnsoniae subsp. johnsoniae,27.5,None,None
883,Flavobacterium flevense,15.0,None,None
884,Flavobacterium hydatis,22.5,None,0.0
885,Chryseobacterium halperniae,27.5,7.0,0.25
886,Chryseobacterium tenax,30.0,7.0,None
887,Dokdonia donghaensis,30.0,7.5,2.0
888,Cloacibacterium normanense,30.0,7.5,None
889,Cellulophaga tyrosinoxydans,27.0,7.75,3.0
890,Cellulophaga baltica,25.0,None,20.0
891,Cellulophaga algicola,22.5,7.5,2.0
892,Chryseobacterium hungaricum,29.0,7.0,0.5
893,Chryseobacterium luteum,21.0,None,None
894,Chryseobacterium bovis,31.0,7.5,0.85
895,Chryseobacterium daeguense,33.5,7.0,0.5
896,Chryseobacterium gregarium,25.0,None,None
897,Chryseobacterium haifense,32.0,8.2,0.75
898,Chryseobacterium oranimense,31.5,7.0,0.5
899,Chryseobacterium soldanellicola,27.5,5.0,2.0
900,Chryseobacterium wanjuense,28.0,7.0,0.5
901,Chryseobacterium caeni,29.0,7.2,1.5
902,Chryseobacterium taichungense,23.5,7.5,None
903,Chryseobacterium shigense,25.0,6.5,None
904,Chryseobacterium taeanense,27.5,5.0,3.0
905,Ulvibacter antarcticus,25.0,7.0,2.0
906,Ulvibacter litoralis,22.0,7.7,3.5
907,Tenacibaculum discolor,27.5,None,None
908,Tenacibaculum adriaticum,22.0,7.0,1.5
909,Tenacibaculum gallaicum,27.5,None,None
910,Tenacibaculum lutimaris,33.5,7.5,2.5
911,Tenacibaculum skagerrakense,31.0,7.5,None
912,Salegentibacter salinarum,30.0,7.5,8.0
913,Salegentibacter salarius,30.0,7.5,8.0
914,Salegentibacter agarivorans,30.0,7.9,3.0
915,Salegentibacter holothuriorum,20.5,None,3.5
916,Salegentibacter flavus,23.5,8.2,3.0
917,Robiginitalea myxolifaciens,30.0,8.1,3.5
918,Robiginitalea biformata,27.0,7.5,5.1
919,Riemerella columbipharyngis,37.0,None,None
920,Psychroflexus halocasei,28.5,7.5,7.0
921,Psychroflexus tropicus,30.0,None,8.75
922,Polaribacter dokdonensis,26.5,7.5,2.0
923,Myroides phaeus,28.0,8.0,1.0
924,Myroides marinus,30.0,6.5,2.5
925,Muricauda ruestringensis,25.0,7.0,3.0
926,Mesonia phycicola,27.5,7.1,None
927,Mesonia mobilis,29.0,7.5,3.5
928,Mesonia algae,22.0,None,None
929,Maribacter stanieri,25.5,7.25,1.25
930,Maribacter antarcticus,10.0,8.0,3.5
931,Maribacter arcticus,21.0,6.0,2.35
932,Maribacter forsetii,25.0,7.5,2.5
933,Maribacter polysiphoniae,31.0,8.0,1.75
934,Maribacter dokdonensis,30.0,7.5,2.5
935,Maribacter ulvicola,22.0,8.0,2.5
936,Maribacter aquivivus,22.0,8.0,4.0
937,Maribacter orientalis,22.0,8.0,3.0
938,Maribacter sedimenticola,23.0,8.0,3.5
939,Leeuwenhoekiella palythoae,24.0,None,3.5
940,Gillisia limnaea,20.0,None,None
941,Psychrilyobacter atlanticus,18.5,None,1.25
942,Fangia hongkongensis,31.5,5.85,2.5
943,Siphonobacter aquaeclarae,33.5,7.0,None
944,Imtechella halotolerans,33.5,7.5,3.0
945,Pricia antarctica,18.0,7.75,2.5
946,Muricauda flava,30.0,7.5,2.5
947,Chryseobacterium buanense,30.0,7.0,0.75
948,Muriicola jejuensis,27.5,7.8,3.0
949,Hyunsoonleella jejuensis,32.5,7.5,None
950,Kriegella aquimaris,26.5,7.0,1.5
951,Salinimicrobium terrae,28.0,7.0,2.0
952,Salinimicrobium xinjiangense,33.5,7.75,2.5
953,Salinimicrobium catena,33.0,7.85,2.5
954,Joostella marina,30.0,6.45,2.0
955,Zunongwangia profunda,27.5,None,3.0
956,Eudoraea adriatica,30.0,7.8,2.0
957,Zeaxanthinibacter enoshimensis,29.0,7.5,4.0
958,Jejuia pallidilutea,27.5,7.75,3.0
959,Olleya aquimaris,37.0,6.75,2.0
960,Olleya marilimosa,17.0,7.0,0.35
961,Nonlabens xylanidelens,20.0,None,None
962,Nonlabens dokdonensis,25.0,7.5,2.0
963,Mariniflexile fucanivorans,25.0,7.5,2.5
964,Lutibacter maritimus,27.5,7.5,2.0
965,Gramella portivictoriae,29.0,7.5,3.5
966,Bizionia echini,33.5,None,2.5
967,Bizionia argentinensis,23.5,7.0,3.5
968,Chryseobacterium culicis,30.0,7.0,1.75
969,Chryseobacterium treverense,20.0,None,6.0
970,Chryseobacterium solincola,29.0,7.7,4.0
971,Chryseobacterium palustre,30.0,7.0,2.5
972,Chryseobacterium humi,27.5,7.5,2.0
973,Chryseobacterium piscicola,15.0,None,0.5
974,Chryseobacterium soli,29.0,6.5,None
975,Chryseobacterium jejuense,29.0,6.5,None
976,Chryseobacterium ureilyticum,28.5,7.0,0.45
977,Haloterrigena salina,37.0,7.5,19.72
978,Halorhabdus tiamatea,45.0,6.75,27.0
979,Haloplanus natans,40.0,None,17.4
980,Halomicrobium katesii,38.5,7.2,25.0
981,Hahella ganghwensis,35.0,7.5,5.0
982,Haloglycomyces albus,37.0,7.25,10.0
983,Stackebrandtia albiflava,28.0,7.0,None
984,Stackebrandtia nassauensis,26.0,None,6.5
985,Glycomyces scopariae,28.0,7.0,2.5
986,Glycomyces mayteni,28.0,7.0,2.5
987,Glycomyces sambucus,28.5,None,None
988,Glycomyces endophyticus,28.0,7.0,2.5
989,Glycomyces lechevalierae,28.0,None,5.0
990,Glycomyces arizonensis,28.0,None,5.0
991,Glycomyces algeriensis,28.0,None,5.0
992,Glycomyces harbinensis,28.0,None,None
993,Modestobacter versicolor,25.0,7.0,1.5
994,Modestobacter roseus,28.0,7.5,3.0
995,Geodermatophilus ruber,26.0,7.25,0.5
996,Geodermatophilus obscurus,30.0,None,None
997,Blastococcus saxobsidens,32.0,6.8,None
998,Geotalea daltonii,30.0,7.0,None
999,Geotalea toluenoxydans,28.5,6.8,None
1000,Geomonas bemidjiensis,30.0,7.0,None
1001,Fuchsiella alkaliacetigena,40.0,9.0,7.75
1002,Halanaerobacter jeridensis,45.0,8.3,15.0
1003,Halarchaeum acidiphilum,37.0,4.5,22.5
1004,Halonotius pteroides,45.0,7.0,18.0
1005,Halopiger aswanensis,40.0,7.5,23.75
1006,Haladaptatus cibarius,37.0,7.0,15.0
1007,Halostagnicola kamekurae,30.0,6.8,15.0
1008,Halostagnicola larsenii,37.0,7.5,20.0
1009,Halorubrum luteum,35.0,9.75,24.07
1010,Halorubrum californiense,37.0,7.3,23.2
1011,Halorubrum aidingense,41.0,7.5,15.08
1012,Halorubrum lipolyticum,46.5,7.5,15.0
1013,Halorubrum ezzemoulense,38.5,7.2,20.0
1014,Thiofaba tepidiphila,45.0,6.5,None
1015,Guyparkeria hydrothermalis,37.5,7.8,2.52
1016,Guyparkeria halophila,31.0,7.2,5.85
1017,Halothiobacillus neapolitanus,30.0,6.7,2.52
1018,Aidingimonas halophila,37.0,7.5,7.5
1019,Kushneria sinocarnis,37.0,7.0,10.0
1020,Kushneria aurantia,37.0,7.5,10.0
1021,Kushneria avicenniae,32.5,7.5,5.0
1022,Salinicola socius,33.5,None,6.5
1023,Salinicola salarius,27.5,7.5,15.0
1024,Halomonas vilamensis,30.0,7.5,7.5
1025,Halomonas titanicae,33.5,7.2,5.0
1026,Halomonas stevensii,32.5,8.5,5.25
1027,Halomonas johnsoniae,32.5,8.5,2.5
1028,Halomonas hamiltonii,32.5,8.5,6.25
1029,Halomonas zhanjiangensis,27.5,7.5,4.0
1030,Halomonas lutea,37.0,7.5,7.5
1031,Halomonas caseinilytica,30.0,7.5,4.0
1032,Halomonas nitroreducens,26.0,8.0,6.25
1033,Halomonas cerina,26.0,8.5,7.5
1034,Halomonas sabkhae,38.5,7.5,7.5
1035,Halomonas ilicicola,37.0,6.5,10.0
1036,Halomonas kribbensis,33.5,8.25,5.0
1037,Halomonas korlensis,30.0,8.8,8.0
1038,Halomonas subterranea,30.0,7.5,3.0
1039,Halomonas arcis,30.0,7.5,3.0
1040,Halomonas saccharevitans,30.0,7.5,5.25
1041,Halomonas andesensis,32.5,7.5,2.0
1042,Halomonas shengliensis,30.0,8.5,10.0
1043,Halomonas gudaonensis,30.0,8.0,12.5
1044,Halomonas gomseomensis,27.5,7.5,10.0
1045,Halomonas janggokensis,27.5,7.5,12.5
1046,Halomonas denitrificans,30.0,8.5,9.0
1047,Halomonas almeriensis,26.0,8.0,7.5
1048,Halomonas koreensis,35.0,7.5,6.5
1049,Halomonas taeanensis,35.0,7.75,11.0
1050,Halomonas organivorans,37.0,7.0,8.75
1051,Halomonas anticariensis,32.5,7.5,7.5
1052,Halomonas ventosae,32.5,8.0,8.0
1053,Halomonas hydrothermalis,30.0,7.5,5.5
1054,Halomonas axialensis,30.0,7.5,4.0
1055,Halomonas sulfidaeris,27.5,7.5,2.5
1056,Halomonas neptunia,30.0,7.5,2.5
1057,Halomonas boliviensis,27.5,7.75,5.0
1058,Chromohalobacter nigrandesensis,32.0,7.0,7.5
1059,Chromohalobacter sarecensis,32.5,7.75,8.0
1060,Hirschia baltica,25.0,None,None
1061,Cucumibacter marinus,32.5,7.0,2.0
1062,Maritalea myrionectae,32.5,7.6,3.5
